sl.no,title,label,body
ArduPilot/ardupilot,Python 3.9 EOL while search for python.exe if sources cloned in WSL2,"## Bug report

**Issue details**

My initial report was here: https://github.com/ArduPilot/ardupilot_vscode_devenv/issues/42

If ardupilot code was cloned in WSL2, then ""upload firmware to the controller"" task won't work. It generates an error:

```
WSL2 firmware uploads use the host's Windows Python.exe so it has access to the COM ports.

        Windows python.exe not found
        Please download Windows Installer 3.9.x (not 3.10) from https://www.python.org/downloads/
        and make sure to add it to your path during the installation. Once installed, run this
        command in Powershell or Command Prompt to install some packages:
        
        pip.exe install empy==3.3.4 pyserial
```

1) Python 3.9 is deprecated, and no installers are available on the python.org for it https://www.python.org/downloads/release/python-3925/. So maybe that error message should be removed/updated.

2) pyserial works fine in Python 3.12


I have fixed that this way:
`Tools/ardupilotwaf/chibios.py` on line 102 change `where.exe python.exe` to `which python.exe` and on line 106 change `\Python\Python` to `/Python/Python`.



**Version**
4.7.0-dev

**Platform**
N/A

**Airframe type**
n/a

**Hardware type**
n/a

**Logs**
n/a
",['NeedAnswer'],0
ArduPilot/ardupilot,DevEBox and WeAct Studio boards support request,"
## Feature request

DevEBox  stm32H743 and stm32H750 with 25mhz  crystal frequency

Issues is currently having difficulty building from the latest Ardupilot firmware not completing with memory errors
apart from which if it does build it could not connect 

WeAct Studio stm32H743  with 25mhz crystal frequency

Id need help for this board as well into the supported List
nice to add dual imu feature

**Describe alternatives you've considered**
_A clear and concise description of any alternative solutions or features you've considered._

**Platform**
[v  ] All
[  v] AntennaTracker
[ v ] Copter
[ v ] Plane
[ v ] Rover
[v  ] Submarine

**Additional context**

these are development board nice to have for users who wish to experiments and would be helpful with a sample  hwdef in the list as a guide as a working flight controller 
",[],0
ArduPilot/ardupilot,FPE in SITL,"## Bug report

Getting the following FPE in SITL quite regularly:

<img width=""1573"" height=""1382"" alt=""Image"" src=""https://github.com/user-attachments/assets/5115fd11-2981-471b-a465-760618e1d446"" />

Apologies for the screenshot, can't seem to cut and paste

**Issue details**

Crash in SITL

**Version**
master

**Platform**
[  ] All
[  ] AntennaTracker
[X] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

",[],0
ArduPilot/ardupilot,Unexpected Disarm in ACRO mode when Throttle at zero during GCS/RC Failsafe while airborne,"## Bug report

**Issue details**

In ACRO mode, if the vehicle is airborne and the throttle is at the minimum position, triggering an GCS/RC Failsafe causes the copter to immediately disarm in mid-air.

While the ""Disarm on low throttle"" logic is expected on the ground, it should not be triggered when the flight controller detects the vehicle is still in flight (Airborne), especially during a failsafe event where a controlled RTL or Land is expected.

See line 472:
https://github.com/ArduPilot/ardupilot/blob/cef6eb780255cc398657a97aa4ef13e438296490/ArduCopter/events.cpp#L463-L482

Steps to Reproduce:

1. Take off and switch to ACRO mode.
2. Lower the throttle stick to the minimum position.
3. param set FS_THR_VALUE -1 (trigger an RC Failsafe)/param set FS_GCS_TIMEOUT 0 (trigger a GCS Failsafe).
4. The copter disarms immediately and falls.
5. Expected Result: The copter should trigger the configured Failsafe action (e.g., RTL or Land) regardless of the throttle position, as long as it is airborne.

**Version**
Copter 4.4 -> main

**Platform**
[  ] All
[  ] AntennaTracker
[x] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
sitl

**Logs**
RC Failsafe:
[log_0_2025-12-27-12-45-46.zip](https://github.com/user-attachments/files/24352570/log_0_2025-12-27-12-45-46.zip)

GCS Failsafe:
[log_0_2026-1-7-16-26-53.bin.zip](https://github.com/user-attachments/files/24468172/log_0_2026-1-7-16-26-53.bin.zip)
",[],0
ArduPilot/ardupilot,Buffer overflow in ESP32 WiFi drivers and XPlane SITL connector,"
## Bug report

I found a buffer overflow vulnerability in ArduPilot:

1. ESP32 WiFi drivers:
   - In libraries/AP_HAL_ESP32/WiFiDriver.cpp and WiFiUdpDriver.cpp, strcpy is used to copy SSID and password into fixed-size buffers.
2. SITL XPlane connector:
   - In libraries/SITL/SIM_XPlane.cpp, strcpy is used to copy dataref names into fixed-size buffers.

Using strings longer than the buffer size can cause stack-buffer-overflow and program crash. 
I verified this using a minimal test case compiled with AddressSanitizer.


**Version**
Branch: master
Commit: ed2c34310cd7771bf920ee855a3d22dab72f3f37

**Platform**
[X] All
[X] Copter
[X] Plane
[X] Rover
[X] Submarine


**Airframe type**
Not applicable (HAL/SITL issue)

**Hardware type**
- ESP32 (WiFi drivers)
- SITL (XPlane connector)


**Logs**

https://github.com/user-attachments/assets/880f2e3f-6190-452b-8c0e-fc96087965c8
",[],0
ArduPilot/ardupilot,[SITL + ardupilot_gazebo] Iris with 3-DOF gimbal: gimbal jumps to an unexpected pose during SITL startup initialization,"## Bug report

**Issue details**
**Steps to reproduce**

(1)Start the Gazebo world and model (the gimbal is initially aligned with the vehicle heading in Gazebo):
gz sim -v4 -r ~/ardupilot/ardupilot_gazebo/worlds/iris_runway.sdf
(2)Start SITL and load the gimbal parameter file:
./Tools/autotest/sim_vehicle.py -D -v ArduCopter -f JSON \
  --add-param-file=$HOME/work/ardupilot/ardupilot_gazebo/config/gazebo-iris-gimbal.parm \
  --console --map

**Expected behavior**

After starting SITL, the gimbal should not suddenly jump to an extreme pose during initialization. At minimum, it should remain aligned with the vehicle heading, or first stabilize to a predictable neutral/retract pose. If RC Targeting is the default mode, a more reasonable initial RC input is expected.

<img width=""261"" height=""175"" alt=""Image"" src=""https://github.com/user-attachments/assets/4d239d0f-26f0-48b4-af37-4c872d763676"" />

**Actual behavior**

After starting SITL, the gimbal in Gazebo quickly twists to a strange orientation, and the initial pose aligned with the vehicle heading is broken.
Early RC inputs captured from RC_CHANNELS are:
chan6_raw=1000
chan7_raw=1000
chan8_raw=1800
Meanwhile, the parameter file configures the calibration range for RC6/7/8 as RCx_MIN=1100, RCx_MAX=1900, so the raw values at startup are below the configured lower bound (at least CH6/7: 1000 < 1100).
Early gimbal attitude captured from GIMBAL_DEVICE_ATTITUDE_STATUS:
q = [0.3921, 0.7231, -0.5320, 0.2010] (w, x, y, z)
The Euler angles converted from this quaternion show a large-angle combination.

<img width=""238"" height=""177"" alt=""Image"" src=""https://github.com/user-attachments/assets/f6d60834-a67b-451a-84e2-288e35f24781"" />

**Version**

ArduPilot: SITL (ArduCopter), started via sim_vehicle.py
Simulation: Gazebo (gz sim) + ardupilot_gazebo model (iris + gimbal)
OS: Ubuntu 22.04
ArduPilot: ArduPilot-4.6.0-beta1-5055-gebe4fc2074
ardupilot_gazebo commit: git rev-parse HEAD
Gazebo / gz-sim version: Gazebo Sim, version 8.10.0

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**

**Hardware type**

**Logs**

",[],0
ArduPilot/ardupilot,ESC to RPM sensor processing,"## Feature request

**Is your feature request related to a problem? Please describe.**

* AM32 ESCs sometimes report RPM values that are significantly out of range (50k+ RPM on a motor that spins at 4k RPM). Thist mostly happens during spool up causing heli governor using ESC RPM telemetry to fail to engage)
* BDShot RPM telemetry (on AM32 ESCs) is jittery ±10RPM jitter at 4k RPM which probably messes with the Ardupilot governor, causing throttle jitter.

**Describe the solution you'd like**
Adding lowpass filter to RPM library and respecting RPMx_MAX when taking data from ESC telemetry would alleviate these issues. At the cost of slightly decreased governor tracking accuracy

**Describe alternatives you've considered**

* Checking that the governor is engaged prior to takeoff
* Kickstarting the motor with the interlock to avoid the issue
* Cycling the interlock to re-engage the governor 
* Using throttle curve (not feasible due to large voltage range and apparent lack of voltage compensation)


**Platform**
[  ] All
[  ] AntennaTracker
[ X ] Copter (heli)
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**
Will add screenshots soon.
",[],0
ArduPilot/ardupilot,Standard Modes Support problems,"With the new Standard Modes support in ArduCopter on master QGC now shows those modes in it's ui. There are a number of problems from a usability standpoint with this new functionality:
* The flight mode names are in ALL CAPS. And include things like ADSB_AVOID. From an end user perspective all caps and using underscores in flight mode names is quite jarring in the QGC UI. It's not technically a problem, just not very user friendly from a good user interface standpoint. It's also pretty jarring for existing QGC+ArduPilot users coming from older firmwares where QGC was in control of flight mode names and used Mixed Case everywhere with no underscores.
* Also the list of flight modes is massively long. I don't know if some of these flight modes returned fall into the category of not-selectable by a user. If so, they should be marked as such in the protocol. Also would be nice if there was use of the ""advanced"" setting in the protocol. Then QGC could filter the list so that it wasn't so formidable at first glance.",[],0
ArduPilot/ardupilot,Add Units to PID parameters,By adding units to PID parameters we can help analysis and understanding of the controllers.,"['Copter', 'FeatureRequest']",0
ArduPilot/ardupilot,Ensure Parameter metadata @Range and @Increment display correctly in Mission Planner,Mission planner uses the @Increment value to define the number of zero's displayed. This means that Mission planner may not display the best resolution if the @Increment has been set based on a larger tuning step.,"['Copter', 'FeatureRequest']",0
ArduPilot/ardupilot,Support MAVLink COMPONENT_METADATA,"## Feature request

**Is your feature request related to a problem? Please describe.**
QGC folks, in particular @DonLakeFlyer have to manually update the build each new AP version for the link to the new parameters.

**Describe the solution you'd like**
If we respond to COMPONENT_METADATA then we can give QGC the correct URL for the version, and eventually embed the data on the board with enough space.

**Describe alternatives you've considered**
We could update QGC to calculate the URL itself, but that would be additional complication.

**Platform**
[X] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Additional context**

Needed for QGC to update to ARMING_SKIPCHK: https://github.com/ArduPilot/ardupilot/pull/31568

Or some other method of putting 4.7 dev metadata into https://github.com/arduPilot/parameterrepository
",[],0
ArduPilot/ardupilot,Sub: 4.5 forward-port list,"This is a list of anything in an ArduSub release branch that needs equivalent behaviour implemented in master. Some PRs/commits may be able to be directly forward ported, while others will require additional considerations and discussion for their relevance and implementation with respect to the other ArduPilot firmware variants. If new missing items/commits are identified they will be added.

## Parameter migration / bad configuration detection
- [x] Automatic transition from old `BRD_PWM_COUNT` GPIO determination functionality, to new `GPIO (-1)` `SERVOx_FUNCTION` values and/or using the `SERVO_GPIO_MASK`
    - #31685
    - #31702
    - Without this the leak sensor may be silently broken, which is a critical warning system in Sub vehicles
    - It also affects relays, which could benefit from some user warnings if the autopilot can tell they're misconfigured
- [ ] Automatic transition from `RCIN9 (59)`/`RCIN10 (60)` channel passthrough piggy-backing to new dedicated `Lights1 (181)`/`Lights2 (182)` `SERVOx_FUNCTION` outputs
    - #31109
    - This parameter change also broke programmatic control of lights outputs, which has not yet been resolved
        - The illuminator protocol [is being considered](https://github.com/ArduPilot/ardupilot/issues/28814#issuecomment-3617607624) as a replacement for the old [`DO_SET_SERVO`](https://mavlink.io/en/messages/common.html#MAV_CMD_DO_SET_SERVO) commands (which required knowing the channel number of the output), although it is a fair amount more complex
- [ ] Automatic transition from old `Disabled (0)` to new `Actuator1 (184)`/`Actuator2 (185)`/`Actuator3 (186)` `SERVOx_FUNCTION` outputs
    - #31109 
    - This parameter change also broke programmatic control of actuator outputs, which has not yet been resolved
        - [`DO_SET_ACTUATOR`](https://mavlink.io/en/messages/common.html#MAV_CMD_DO_SET_ACTUATOR) MAVLink commands [are planned](https://github.com/ArduPilot/ardupilot/issues/28814) as a replacement for the old [`DO_SET_SERVO`](https://mavlink.io/en/messages/common.html#MAV_CMD_DO_SET_SERVO) commands (which required knowing the channel number of the output)

## Release notes
- [ ] Update master to include [the release notes](https://github.com/ArduPilot/ardupilot/blob/Sub-4.5/ArduSub/ReleaseNotes.txt) from the various 4.5 versions that have been released
    - Some of these are related to the features that need forward-porting, so it likely doesn't make sense to bring them through until those features are also available in master (and there'll likely be one for 4.5.7 with the leak/relay details)","['Sub', 'ReleaseAdmin']",0
ArduPilot/ardupilot,Copter SITL Webots-Python: iris.parm incompatible with current pre-arm validation,"## Bug report

**Issue details**

Please take these findings with a grain of salt.

When using ArduCopter SITL with the Webots `webots-python` model and the provided `iris.parm`, I am seeing inconsistent and sometimes blocking pre-arm behavior on newer commits. The same workflow and Webots world arm and fly reliably when rolling back to the previous commit.

On the newer commit, arming is frequently blocked by pre-arm checks and parameter validation errors, such as:

* `Bad parameter: ATC_RAT_RLL_I must be > 0`
* `PreArm: Check ACRO_BAL_ROLL/PITCH`
* `Arm: Accels inconsistent`

Arming behavior is inconsistent between runs. Sometimes the vehicle arms, sometimes it does not, even with the same setup. Once armed, the vehicle flies normally in Webots.

Rolling back to the immediately previous commit resolves all issues without any manual parameter changes, which suggests a regression or a parameter compatibility issue rather than a Webots model problem.

**Version**

ArduCopter V4.7.0-dev
Issue observed on the latest commit at time of testing.
Rolling back to the previous commit restores reliable arming behavior.

**Platform**

[  ] All
[  ] AntennaTracker
[x] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**

Quad / X (Webots Iris)

**Hardware type**

SITL using Webots (`webots-python` model)

**Logs**

Console and QGroundControl messages observed on the affected commit include:

* `Bad parameter: ATC_RAT_RLL_I must be > 0`
* `PreArm: Check ACRO_BAL_ROLL/PITCH`
* `Arm: Accels inconsistent`

No crashes observed. Once armed, flight behavior appears normal.
",[],0
ArduPilot/ardupilot,"Copter: Dijkastras may get stuck if ""Allow fast waypoints"" options is enabled and WPNAV_RADIUS > 2 and","If users set the OA_OPTIONS bit ""Allow fast waypoints"" and set WPNAV_RADIUS > 2 the vehicle may get stuck as it flies a path provided by Dijkstras (e.g. a path around a fence)

The core problem is that [OA_PathPlanner](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OAPathPlanner.h) is responsible for returning the next two waypoints that the vehicle should fly to but it doesn't know when AC_WPNav has actually completed these waypoints.  [The code here](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OADijkstra.cpp#L224) tries to figure this out using the vehicle's current location but it assumes the vehicle will come within 2m of the point which it may actually not if ""allow fast waypoints"" is enabled.

The problematic [line is here](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OADijkstra.cpp#L224) and copied below

`const bool near_oa_wp = current_loc.get_distance(destination_new) <= 2.0f;`

Here's an example mission and fence that exhibits the problem.  When the vehicle RTLs at the end
<img width=""813"" height=""688"" alt=""Image"" src=""https://github.com/user-attachments/assets/22935e39-b5e8-4a8d-968b-dd5edb6bd7db"" />

The proper solution is not as simple as just passing in the WPNAV_RADIUS to Dijkstras though because while this parameter sets an **upper limit** on how far the vehicle may fly from the waypoint, the vehicle normally flies closer than this.  In fact a user could set the WPNAV_RADIUS = 100m and still the vehicle would fly quite close to the waypoints.  In this case if Dijkstras used 100m it would consider intermediate points complete far too early and would likely cut corners which could lead to breaching the fence.

I think the proper solution is to improve the interface between [AP_OAPathPlanner::mission_avoidance()](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OAPathPlanner.cpp#L196) and [AP_OADijkstra::update()](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OADijkstra.cpp#L50) (which is currently passing back and forth [avoidance_info stuctures](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_Avoidance/AP_OAPathPlanner.h#L98)) so that Dijkstras provides not just the next two intermediate points but instead the entire path around the obstacle.

Then [AC_WPNav_OA](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_WPNav/AC_WPNav_OA.h) should hold onto this path and take responsibility for feeding the next two points into the [AC_WPNav base class](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_WPNav/AC_WPNav.h).  AC_WPNav_OA can do this better than Dijkstras because it can keep track of where the vehicle is along the path by calling the base classes's [reached_wp_destination()](https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_WPNav/AC_WPNav.h#L240C18-L240C40) method

BTW, I've done some work in [this PR to restructure Dijkstras](https://github.com/ArduPilot/ardupilot/pull/28542).  We should consider merging this restructure to master and converting AC_Avoidance to always use meters before trying to resolve this issue.","['BUG', 'Safety', 'Library']",0
ArduPilot/ardupilot,AC_PrecLand LOCAL_FRD support yaw rotation sign error,"## Bug report

**Issue details**

It appears that there is a sign error on the recently introduced support for LOCAL_FRD MAV_FRAME in the AC_PrecLand module. From my perspective it seems that ""_inertial_data_delayed->Tbn"" describes the rotation quaternion from the Body Frame to the NED frame. To rotate BODY_FRD (the previous, well tested MAV_FRAME used in AC_PrecLand) we rotate the FRD unit vector by the _intertial_data_delayed->Tbn quaternion to get NED Frame.

When doing this for LOCAL_FRD (which is yaw only, gravity aligned so no roll/pitch) we extract the Euler rotations from the BODY->NED quaternion and rotate by the Yaw only. This is correct, except that we are using rotate_xy( **-** yaw) which I believe to be incorrect.

I have flight-tested and proved this issue by changing my precision landing sensor from BODY_FRD (working) to LOCAL_FRD. Changing to this MAV_FRAME within the LANDING_TARGET message causes divergent behaviour any time the Copter is not aligned with North. If I remove the negative sign from the line below, I get comparable behaviour with BODY_FRD which is expected, as these are both body-yaw aligned frames.

Line in question:
https://github.com/ArduPilot/ardupilot/blob/master/libraries/AC_PrecLand/AC_PrecLand.cpp#L674

The functionality for LOCAL_FRD support was added in this PR: https://github.com/ArduPilot/ardupilot/pull/30446

I believe there also must be an issue in the Simulation environment somewhere as this issue was clearly not picked up during the pull request completion.

**Version**
V4.7.0-dev | any version past the above linked PR.

**Platform**
Observed on Copter, assumed present on all.
[ X ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
X4 Quad - Hexsoon 450 EDU.

**Hardware type**
Cube Orange Plus

**Logs**
N/A currently.
",[],0
ArduPilot/ardupilot,sanity check for MAV_CMD_NAV_RETURN_TO_LAUNCH in AP_Mission,"## Feature request

Add sanity check case for the `MAV_CMD_NAV_RETURN_TO_LAUNCH` command.

**Is your feature request related to a problem? Please describe.**
Sanity check of a `MAV_CMD_NAV_RETURN_TO_LAUNCH`  command parameters sent from `mavsdk` produces an `INVALID_PARAM1`.

https://github.com/ArduPilot/ardupilot/blame/a3f5193c751452d03a3d8783c67c57d985db639f/libraries/AP_Mission/AP_Mission.cpp#L1013

**Describe the solution you'd like**
I'm not sure which implementation of the standard is correct; however, if the [parameteres in the structure are supposed to be empty](https://mavlink.io/en/messages/common.html#MAV_CMD_NAV_RETURN_TO_LAUNCH) then is it necessary to check the parameters are not NaN?

I think adding a case in 

https://github.com/ArduPilot/ardupilot/blob/c40bd1e8d5e1f0ba692d7069d83264a575d402d3/libraries/AP_Mission/AP_Mission.cpp#L1016-L1041

for MAV_CMD_NAV_RETURN_TO_LAUNCH and assigning `nan_mask = 0xf0` would be an ok compromise?

**Describe alternatives you've considered**
I've tried from the other side, i.e. MAVSDK, but the values are hard-coded in the implementation.

https://github.com/mavlink/MAVSDK/blob/de36b0d7d21c2db85f7daf7423f32840b4b31a57/src/mavsdk/plugins/mission/mission_impl.cpp#L612-L630

**Platform**
[ x ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

",[],0
ArduPilot/ardupilot,ALT_OFFSET error when commanding waypoint/flight mode,"## Bug report

**Issue details**

In summary, in ArduPlane, if you have the parameter ALT_OFFSET set (to say climb 300 meters), when you go to command the aircraft to a waypoint, TECS will somehow double the ALT_OFFSET leading to risk of an altitude excursion. Was able to replicate in SITL. I don't know if this is due to misuse of ALT_OFFSET, or if it's a bug with how it's interpretted

Additional information: When in an autonomous mission using ALT_OFFSET to change a mission altitude, vehicle climbs to target altitude without issue. However, when commanding the vehicle to a waypoint, or a flight mode change (circle/loiter), vehicle will enter a target altitude double ALT_OFFSET until vehicle reaches said waypoint, and then returns to the ALT_OFFSET. Risks causing altitude limit breach unless safeguard system used. Further testing will be done to determine if geofence can trip to RTL and return vehicle to ALT_OFFSET target altitude, or if commanding RTL will return vehicle to ALT_OFFSET target altitude. 

Video of SITL preliminary demo: https://www.youtube.com/watch?v=IEYJDMH2tpw

Can hop on a dev call to discuss further
 

**Version**
4.2.3 live vehicle, 4.7.0 MissionPlanner SITL Plane, presumed affecting all fixed-wing (and rotary wing?) from 4.2.X to latest 

**Platform**
[  ] All
[  ] AntennaTracker
[ ?] Copter
[ X] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
Conventional Pusher Fixed-Wing, SITL Plane vehicle 

**Hardware type**
CubeOrange, MissionPlanner SITL on Windows 11 

**Logs**
Edit: log post attempt: 

<!-- Failed to upload ""00000025.log"" -->

","['BUG', 'Plane']",0
ArduPilot/ardupilot,"AP_TemperatureSensor_MLX90614: only reading ambient temp, not object temp - no indication in Wiki","While using the MLX90614 Sensor i noticed the same issue that @peterbarker noted in his merging comment: a bit low, and very long time constants. Only after holding hot soldering iron directly in front of the sensor, but the readings only changing slightly I figured there must be something seriously wrong. 

so i did some digging and sure enough, the driver only reads the internal (ambient) temp of the sensor, not the temp of the object https://github.com/ArduPilot/ardupilot/blob/a8b57dceadca306aabb3fcc351e3be4a411e5f49/libraries/AP_TemperatureSensor/AP_TemperatureSensor_MLX90614.cpp#L42C45-L42C56

Which is fine, but not what i would expect when using an infrared temp sensor. Also this is not noted in the wiki or elsewhere. 

My suggestion would be to add a config param to switch between the ambient temp and object temp - or to just use the object temp as default.

What are your thoughts? I can make a PR after some discussion.


> I've tested this rebased against master (https://github.com/ArduPilot/ardupilot/pull/28143) and it seems to work as expected.
> 
> Maybe reading a bit low?
> 
> Very long time constants?
> 
> Merging, thanks!
>_Originally posted by @peterbarker in https://github.com/ArduPilot/ardupilot/pull/26886#pullrequestreview-2312088218_
            ",['BUG'],0
ArduPilot/ardupilot,Feature request: Add Linux Mint “zara” codename mapping to install-prereqs.sh,"## **Is your feature request related to a problem? Please describe.**

The prerequisites installation script (`install-prereqs-ubuntu.sh`) does not currently recognize the Linux Mint codename **“zara”**, which corresponds to Linux Mint 22.2. When running the script on Mint “zara”, it fails during release detection with:

```
Unable to map zara to an Ubuntu release.
```

Because the script cannot translate the Mint codename to the correct Ubuntu base, installation halts prematurely.

## **Describe the solution you'd like**

Add a translation entry for Linux Mint **“zara” → Ubuntu “noble” (24.04)** within the existing Mint-to-Ubuntu mapping block:

```
linuxmint)
    case ${RELEASE_CODENAME} in
        wilma | xia | zara)
            RELEASE_CODENAME='noble'
            ;;
```

This ensures the script correctly detects the system and proceeds with the expected package installation.

## **Describe alternatives you've considered**

* Editing the script locally (works, but not ideal for other Mint users).
* Allowing users to manually override the Ubuntu codename (would require additional script logic).
* Failing early with a more descriptive message (does not solve the underlying mapping problem).

Adding the proper Mint → Ubuntu mapping is consistent with existing behavior and previous merged PRs.

## **Platform**

[ x ] All
[  ] AntennaTracker
[  ] Copter
[  ] Plane
[  ] Rover
[  ] Submarine

## **Additional context**

Linux Mint “zara” (22.2) is based on Ubuntu 24.04 (“noble”), as documented on the Mint website:
[https://www.linuxmint.com/download_all.php](https://www.linuxmint.com/download_all.php)

I have tested the fix locally and confirmed that installation completes successfully after adding the mapping. A pull request with the change is ready to be submitted.
",[],0
ArduPilot/ardupilot,AP_SCRIPTING: mavlink:send_chan() returns false intermittently,"## Bug report

**Issue details**

Hi, I'm trying to get send a command_long to another component (winch) on my aircraft. My ""winch"" is a nucleo32 that is listening for commands addressed to it. I have a lua script set up so that upon flipping a switch on my RC the script will see the change and send a command to the winch.
The problem I am having is that the mavlink:send_chan() function doesn't always send the message (and returns false). My nucleo can see every gcs:send_text() and can see that the lua script just doesn't send the command.

I have currently implemented a small workaround that just continually calls the send_chan function with the same parameters until it returns true (or reaches a stopping point) (And this still fails sometimes and no command is sent).  I'm pretty new to coding using the ardupilot scripting and I assume this isn't normal behavior for send_chan().  

**Version**
V4.6.2

**Platform**
[  ] All
[  ] AntennaTracker
[  ] Copter
[ x] Plane
[  ] Rover
[  ] Submarine

**Airframe type**
Fixed-Wing

**Hardware type**
CubeOrangePlus

**Logs**
Here is my function responsible for sending the command:
```function send_command(target_system, target_component, cmd, ...)
    -- Unpack parameters
    local params = {}
    local vargs = {...}
    for _, i in ipairs(vargs) do
        table.insert(params, i)
    end

    local msgid, message = mavlink_msgs.encode(""COMMAND_LONG"", {
    param1 = params[1] or 0,
    param2 = params[2] or 0,
    param3 = params[3] or 0,
    param4 = params[4] or 0,
    param5 = params[5] or 0,
    param6 = params[6] or 0,
    param7 = params[7] or 0,
    command = cmd,        -- MAVLink command ID
    target_system = target_system,        -- Target system
    target_component = target_component,     -- Target component
    confirmation = 0         -- 0 for no confirmation
    })

    -- Send the message
    gcs:send_text(MAV_SEVERITY_INFO, ""CommandL msg: "" .. tostring(message))
    if not message then
        gcs:send_text(MAV_SEVERITY_ERROR, ""Failed to encode COMMAND_LONG message."")
        return
    end
    gcs:send_text(MAV_SEVERITY_INFO, string.format(""Sending command on channel %d (msgid=%d)"", MAVLINK_CHANNEL, COMMAND_LONG_ID))
    local ok = false
    local attempt = 0
    while not ok do
        ok = mavlink:send_chan(MAVLINK_CHANNEL, COMMAND_LONG_ID, message) -- Sometimes returns false for whatever reason

        if ok then
            return
        else
            gcs:send_text(MAV_SEVERITY_ERROR, ""Failed to send command, retrying..."")
            attempt = attempt + 1
            if attempt >= 100 then
                gcs:send_text(MAV_SEVERITY_ERROR, string.format(""Failed to send command after %d attempts."", attempt))
                break
            end
        end
    end

    gcs:send_text(MAV_SEVERITY_INFO, ""mavlink:send_chan returned: "" .. tostring(ok))
end
```
My logs I see back through my nucleo via my serial port look like this:
```
15:27:17.330 -> I: Status severity: 6, Text: Sending command to retract winch.
15:27:17.376 -> I: Recieved a status_text msg
15:27:17.376 -> I: Status severity: 6, Text: Sending command on channel 2 (msgid=76)
15:27:22.921 -> I: Recieved a status_text msg
15:27:22.967 -> I: Status severity: 3, Text: Failed to send command, retrying...
...
15:28:06.980 -> I: Status severity: 3, Text: Failed to send command, retrying...
15:28:06.980 -> I: Recieved a status_text msg
15:28:07.012 -> I: Status severity: 3, Text: Failed to send command after 100 attempts.
15:28:07.012 -> I: Recieved a status_text msg
15:28:07.012 -> I: Status severity: 6, Text: mavlink:send_chan returned: false
15:28:09.638 -> I: Recieved a status_text msg
15:28:09.676 -> I: Status severity: 6, Text: Sending command to extend winch.
15:28:09.676 -> I: Recieved a Command Long
15:28:09.676 -> I: CommandLong: trgt sys: 1
15:28:09.676 -> I: CommandLong: trgt comp: 169
15:28:09.676 -> I: Command recieved: 42600
15:28:09.676 -> I: Recieved command to move winch, passing to winch...
15:28:09.676 -> I: Winch action: RATE_CONTROL
15:28:09.796 -> I: Recieved a status_text msg
15:28:09.829 -> I: Status severity: 6, Text: CommandL msg: 
15:28:09.829 -> I: Recieved a status_text msg
15:28:09.863 -> I: Status severity: 6, Text: Sending command on channel 2 (msgid=76)
15:28:09.909 -> I: Recieved a status_text msg
```
",['Scripting'],0
